animal_id,district,breed,age_years,hour,temperature,temp_24h_delta,temp_24h_mean,rumination_minutes,rumination_drop_pct,feeding_minutes,feeding_drop_pct,activity_index,activity_drop_pct,health_state,condition,days_to_symptom
MAH-PUN-TAG-1328,PUN,Dangi,7.9,190,38.31,-0.02,38.59,463.0,-2.9,248.8,4.3,89.4,10.6,Healthy,Healthy,-1.0
MAH-PUN-TAG-1328,PUN,Dangi,7.9,235,38.44,-0.1,38.6,438.3,2.6,265.9,-2.3,96.4,3.6,Healthy,Healthy,-1.0
MAH-SAT-TAG-1329,SAT,Dangi,6.5,81,38.88,0.02,38.58,464.0,-3.1,276.4,-6.3,107.5,-7.5,Healthy,Healthy,-1.0
MAH-SAT-TAG-1329,SAT,Dangi,6.5,157,38.93,-0.03,38.58,420.3,6.6,276.2,-6.2,119.7,-19.7,Healthy,Healthy,-1.0
MAH-SAT-TAG-1329,SAT,Dangi,6.5,188,38.43,0.06,38.59,413.0,8.2,244.7,5.9,95.6,4.4,Healthy,Healthy,-1.0
MAH-SAT-TAG-1329,SAT,Dangi,6.5,235,38.53,0.05,38.56,416.0,7.6,251.7,3.2,101.8,-1.8,Healthy,Healthy,-1.0
MAH-AHM-TAG-1330,AHM,Gir Cross,6.8,103,38.53,-0.01,38.46,463.3,1.4,243.4,6.4,88.7,11.3,Healthy,Healthy,-1.0
MAH-AHM-TAG-1330,AHM,Gir Cross,6.8,170,38.51,0.37,38.55,406.3,13.6,191.7,26.3,71.3,28.7,Sub-clinical,Mastitis,1.2
MAH-AHM-TAG-1330,AHM,Gir Cross,6.8,192,38.83,0.54,38.93,342.9,27.0,192.9,25.8,55.9,44.1,Sub-clinical,Mastitis,0.3
MAH-AHM-TAG-1330,AHM,Gir Cross,6.8,235,39.64,0.27,39.66,232.7,50.5,165.1,36.5,60.6,39.4,Clinical,Mastitis,0.0
MAH-AHM-TAG-1331,AHM,Dangi,8.5,112,38.69,-0.01,38.51,448.7,0.3,275.6,-6.0,110.8,-10.8,Healthy,Healthy,-1.0
MAH-AHM-TAG-1331,AHM,Dangi,8.5,180,38.79,0.01,38.49,410.9,8.7,262.5,-1.0,109.9,-9.9,Sub-clinical,Ketosis,1.3
MAH-AHM-TAG-1331,AHM,Dangi,8.5,203,38.53,-0.11,38.36,342.2,24.0,232.8,10.5,100.1,-0.1,Sub-clinical,Ketosis,0.3
MAH-AHM-TAG-1331,AHM,Dangi,8.5,247,38.2,-0.16,38.24,277.5,38.3,178.6,31.3,73.8,26.2,Clinical,Ketosis,0.0
MAH-NAS-TAG-1332,NAS,Dangi,8.6,134,38.74,0.22,38.34,401.2,10.8,282.8,-8.8,112.8,-12.8,Healthy,Healthy,-1.0
MAH-NAS-TAG-1332,NAS,Dangi,8.6,209,38.83,0.4,38.61,336.8,25.2,236.7,9.0,100.8,-0.8,Sub-clinical,FMD,1.7
MAH-NAS-TAG-1332,NAS,Dangi,8.6,239,39.12,0.59,39.16,283.4,37.0,169.9,34.7,60.2,39.8,Sub-clinical,FMD,0.4
MAH-NAS-TAG-1332,NAS,Dangi,8.6,285,39.98,0.25,40.03,183.4,59.2,113.8,56.2,43.5,56.5,Clinical,FMD,0.0
MAH-SAN-TAG-1333,SAN,Dangi,5.5,103,38.74,-0.15,38.64,488.7,-8.6,249.2,4.2,100.0,0.0,Healthy,Healthy,-1.0
MAH-SAN-TAG-1333,SAN,Dangi,5.5,181,39.22,0.13,38.84,407.8,9.4,232.6,10.5,100.3,-0.3,Sub-clinical,BRD,2.0
MAH-SAN-TAG-1333,SAN,Dangi,5.5,216,38.9,0.17,39.18,368.6,18.1,180.3,30.7,71.0,29.0,Sub-clinical,BRD,0.5
MAH-SAN-TAG-1333,SAN,Dangi,5.5,264,39.51,0.29,39.76,298.6,33.6,145.9,43.9,57.1,42.9,Clinical,BRD,0.0
MAH-PUN-TAG-1334,PUN,Khillari,3.7,163,38.25,0.01,38.33,431.2,4.2,258.3,0.7,94.9,5.1,Healthy,Healthy,-1.0
MAH-PUN-TAG-1334,PUN,Khillari,3.7,229,38.63,-0.11,38.36,429.2,4.6,284.7,-9.5,108.9,-8.9,Healthy,Healthy,-1.0
MAH-PUN-TAG-1334,PUN,Khillari,3.7,249,38.55,0.03,38.34,468.6,-4.1,257.5,1.0,111.8,-11.8,Healthy,Healthy,-1.0
MAH-PUN-TAG-1334,PUN,Khillari,3.7,292,38.13,0.01,38.35,473.9,-5.3,247.3,4.9,86.8,13.2,Healthy,Healthy,-1.0
MAH-NAS-TAG-1335,NAS,Dangi,2.3,153,38.8,0.01,38.61,468.1,-4.0,289.0,-11.2,88.8,11.2,Healthy,Healthy,-1.0
MAH-NAS-TAG-1335,NAS,Dangi,2.3,224,39.15,0.41,38.77,423.0,6.0,280.0,-7.7,94.5,5.5,Sub-clinical,Mastitis,1.5
MAH-NAS-TAG-1335,NAS,Dangi,2.3,250,39.81,0.32,39.18,366.0,18.7,257.8,0.8,84.2,15.8,Sub-clinical,Mastitis,0.4
MAH-NAS-TAG-1335,NAS,Dangi,2.3,295,40.09,0.28,39.86,280.8,37.6,215.7,17.0,74.3,25.7,Clinical,Mastitis,0.0
MAH-SAN-TAG-1336,SAN,HF Cross,5.5,160,38.56,0.01,38.36,450.0,4.3,248.3,4.5,101.8,-1.8,Healthy,Healthy,-1.0
MAH-SAN-TAG-1336,SAN,HF Cross,5.5,236,38.63,0.38,38.63,386.9,17.7,187.3,28.0,79.4,20.6,Sub-clinical,FMD,1.8
MAH-SAN-TAG-1336,SAN,HF Cross,5.5,267,38.98,0.2,39.15,362.6,22.9,152.3,41.4,62.6,37.4,Sub-clinical,FMD,0.5
MAH-SAN-TAG-1336,SAN,HF Cross,5.5,314,40.06,0.41,40.06,242.4,48.4,99.6,61.7,25.9,74.1,Clinical,FMD,0.0
MAH-SAN-TAG-1337,SAN,Dangi,5.0,124,38.18,-0.02,38.39,467.9,-4.0,246.8,5.1,100.2,-0.2,Healthy,Healthy,-1.0
MAH-SAN-TAG-1337,SAN,Dangi,5.0,200,39.0,0.39,38.69,416.9,7.4,230.8,11.2,98.2,1.8,Sub-clinical,FMD,1.8
MAH-SAN-TAG-1337,SAN,Dangi,5.0,231,39.67,0.49,39.24,288.7,35.8,192.6,25.9,89.7,10.3,Sub-clinical,FMD,0.5
MAH-SAN-TAG-1337,SAN,Dangi,5.0,278,40.48,0.25,40.13,205.3,54.4,132.1,49.2,80.0,20.0,Clinical,FMD,0.0
MAH-NAS-TAG-1338,NAS,Khillari,3.3,50,38.17,-0.23,38.52,494.8,-10.0,246.0,5.4,87.1,12.9,Healthy,Healthy,-1.0
MAH-NAS-TAG-1338,NAS,Khillari,3.3,123,38.29,-0.18,38.56,502.3,-11.6,258.4,0.6,85.7,14.3,Healthy,Healthy,-1.0
MAH-NAS-TAG-1338,NAS,Khillari,3.3,151,38.47,-0.22,38.52,510.3,-13.4,266.3,-2.4,96.2,3.8,Healthy,Healthy,-1.0
MAH-NAS-TAG-1338,NAS,Khillari,3.3,196,38.28,-0.04,38.54,488.0,-8.4,256.7,1.3,91.9,8.1,Healthy,Healthy,-1.0
MAH-SAT-TAG-1339,SAT,Dangi,5.2,151,38.67,-0.12,38.61,485.3,-7.8,262.9,-1.1,103.8,-3.8,Healthy,Healthy,-1.0
MAH-SAT-TAG-1339,SAT,Dangi,5.2,225,39.12,0.2,38.83,442.4,1.7,253.1,2.7,98.5,1.5,Sub-clinical,LSD,1.6
MAH-SAT-TAG-1339,SAT,Dangi,5.2,254,39.68,0.44,39.22,347.2,22.8,230.3,11.4,88.0,12.0,Sub-clinical,LSD,0.4
MAH-SAT-TAG-1339,SAT,Dangi,5.2,300,40.36,0.23,39.92,316.1,29.8,193.4,25.6,75.5,24.5,Clinical,LSD,0.0
MAH-NAS-TAG-1340,NAS,Dangi,6.5,110,39.02,0.06,38.68,443.7,1.4,274.6,-5.6,116.6,-16.6,Healthy,Healthy,-1.0
MAH-NAS-TAG-1340,NAS,Dangi,6.5,181,39.09,0.06,38.69,437.7,2.7,276.2,-6.2,115.0,-15.0,Healthy,Healthy,-1.0
MAH-NAS-TAG-1340,NAS,Dangi,6.5,207,39.03,0.1,38.71,422.3,6.2,265.9,-2.3,113.3,-13.3,Healthy,Healthy,-1.0
MAH-NAS-TAG-1340,NAS,Dangi,6.5,252,39.02,-0.07,38.67,458.9,-2.0,264.8,-1.8,119.5,-19.5,Healthy,Healthy,-1.0
MAH-AHM-TAG-1341,AHM,Murrah Buffalo,2.2,69,38.44,0.05,38.59,411.0,8.7,261.3,-0.5,88.8,11.2,Healthy,Healthy,-1.0
MAH-AHM-TAG-1341,AHM,Murrah Buffalo,2.2,134,38.74,-0.08,38.54,357.0,20.7,274.5,-5.6,99.4,0.6,Sub-clinical,Ketosis,1.1
MAH-AHM-TAG-1341,AHM,Murrah Buffalo,2.2,154,38.86,-0.02,38.48,336.5,25.2,236.1,9.2,96.4,3.6,Sub-clinical,Ketosis,0.3
MAH-AHM-TAG-1341,AHM,Murrah Buffalo,2.2,196,38.2,-0.11,38.28,238.8,46.9,159.3,38.7,59.1,40.9,Clinical,Ketosis,0.0
MAH-SOL-TAG-1342,SOL,Murrah Buffalo,5.1,57,38.66,0.05,38.39,479.6,-6.6,275.5,-6.0,109.3,-9.3,Healthy,Healthy,-1.0
MAH-SOL-TAG-1342,SOL,Murrah Buffalo,5.1,131,38.56,-0.25,38.38,409.9,8.9,254.6,2.1,105.8,-5.8,Sub-clinical,Ketosis,1.6
MAH-SOL-TAG-1342,SOL,Murrah Buffalo,5.1,160,38.5,0.07,38.27,317.3,29.5,214.2,17.6,95.9,4.1,Sub-clinical,Ketosis,0.4
MAH-SOL-TAG-1342,SOL,Murrah Buffalo,5.1,206,38.44,0.02,38.14,236.5,47.4,174.3,33.0,83.2,16.8,Clinical,Ketosis,0.0
MAH-AHM-TAG-1343,AHM,Gir Cross,8.3,144,37.9,-0.09,38.25,504.4,-7.3,221.2,14.9,92.0,8.0,Healthy,Healthy,-1.0
MAH-AHM-TAG-1343,AHM,Gir Cross,8.3,210,38.52,0.24,38.37,436.0,7.2,219.8,15.5,98.4,1.6,Sub-clinical,BRD,1.2
MAH-AHM-TAG-1343,AHM,Gir Cross,8.3,230,39.4,0.48,38.75,397.2,15.5,213.9,17.7,96.5,3.5,Sub-clinical,BRD,0.3
MAH-AHM-TAG-1343,AHM,Gir Cross,8.3,273,39.76,0.22,39.45,376.6,19.9,167.4,35.6,91.2,8.8,Clinical,BRD,0.0
MAH-SAN-TAG-1344,SAN,Red Kandhari,3.3,160,38.5,0.09,38.36,393.6,12.5,291.3,-12.0,107.6,-7.6,Healthy,Healthy,-1.0
MAH-SAN-TAG-1344,SAN,Red Kandhari,3.3,234,38.79,0.4,38.5,335.9,25.4,270.7,-4.1,97.3,2.7,Sub-clinical,LSD,1.6
MAH-SAN-TAG-1344,SAN,Red Kandhari,3.3,263,38.71,0.37,38.91,323.2,28.2,219.0,15.8,70.7,29.3,Sub-clinical,LSD,0.4
MAH-SAN-TAG-1344,SAN,Red Kandhari,3.3,309,39.71,0.66,39.63,244.9,45.6,191.7,26.3,58.9,41.1,Clinical,LSD,0.0
MAH-AHM-TAG-1345,AHM,Khillari,3.5,151,38.69,-0.04,38.6,453.0,-0.7,263.2,-1.2,100.5,-0.5,Healthy,Healthy,-1.0
MAH-AHM-TAG-1345,AHM,Khillari,3.5,225,39.28,0.42,38.82,405.8,9.8,238.0,8.5,102.7,-2.7,Sub-clinical,Mastitis,1.6
MAH-AHM-TAG-1345,AHM,Khillari,3.5,254,39.67,0.3,39.23,324.7,27.8,224.5,13.7,94.8,5.2,Sub-clinical,Mastitis,0.4
MAH-AHM-TAG-1345,AHM,Khillari,3.5,300,40.26,0.22,39.91,253.0,43.8,206.1,20.7,91.1,8.9,Clinical,Mastitis,0.0
MAH-SAT-TAG-1346,SAT,Murrah Buffalo,6.5,153,38.63,-0.11,38.37,470.0,-4.4,258.7,0.5,113.5,-13.5,Healthy,Healthy,-1.0
MAH-SAT-TAG-1346,SAT,Murrah Buffalo,6.5,227,38.91,0.44,38.52,416.3,7.5,258.4,0.6,118.1,-18.1,Sub-clinical,BRD,1.6
MAH-SAT-TAG-1346,SAT,Murrah Buffalo,6.5,256,39.31,0.46,38.91,337.1,25.1,212.5,18.3,106.0,-6.0,Sub-clinical,BRD,0.4
MAH-SAT-TAG-1346,SAT,Murrah Buffalo,6.5,302,39.92,0.22,39.54,288.1,36.0,191.6,26.3,89.1,10.9,Clinical,BRD,0.0
MAH-AHM-TAG-1347,AHM,Gir Cross,5.6,52,38.11,-0.02,38.31,495.1,-5.3,241.3,7.2,91.2,8.8,Healthy,Healthy,-1.0
MAH-AHM-TAG-1347,AHM,Gir Cross,5.6,124,38.52,0.48,38.45,463.7,1.3,207.6,20.2,83.1,16.9,Sub-clinical,BRD,1.5
MAH-AHM-TAG-1347,AHM,Gir Cross,5.6,151,39.19,0.32,38.84,397.0,15.5,211.7,18.6,84.2,15.8,Sub-clinical,BRD,0.4
MAH-AHM-TAG-1347,AHM,Gir Cross,5.6,196,39.4,0.27,39.45,353.1,24.9,164.4,36.8,65.2,34.8,Clinical,BRD,0.0
MAH-SOL-TAG-1348,SOL,Red Kandhari,4.0,124,38.26,-0.2,38.51,468.6,-4.1,234.8,9.7,87.0,13.0,Healthy,Healthy,-1.0
MAH-SOL-TAG-1348,SOL,Red Kandhari,4.0,194,38.62,0.51,38.67,423.8,5.8,208.8,19.7,77.3,22.7,Sub-clinical,BRD,1.4
MAH-SOL-TAG-1348,SOL,Red Kandhari,4.0,219,39.03,0.35,39.04,370.8,17.6,202.8,22.0,60.6,39.4,Sub-clinical,BRD,0.4
MAH-SOL-TAG-1348,SOL,Red Kandhari,4.0,264,39.5,0.35,39.7,293.2,34.8,155.0,40.4,53.1,46.9,Clinical,BRD,0.0
MAH-SAT-TAG-1349,SAT,Red Kandhari,8.7,69,38.46,0.08,38.73,438.3,2.6,256.9,1.2,85.6,14.4,Healthy,Healthy,-1.0
MAH-SAT-TAG-1349,SAT,Red Kandhari,8.7,143,38.36,0.0,38.66,405.6,9.9,231.7,10.9,77.4,22.6,Sub-clinical,Ketosis,1.6
MAH-SAT-TAG-1349,SAT,Red Kandhari,8.7,172,38.44,-0.02,38.61,373.3,17.0,207.8,20.1,81.6,18.4,Sub-clinical,Ketosis,0.4
MAH-SAT-TAG-1349,SAT,Red Kandhari,8.7,218,38.2,-0.04,38.45,268.7,40.3,155.1,40.3,55.2,44.8,Clinical,Ketosis,0.0
MAH-AHM-TAG-1350,AHM,Gir Cross,3.1,160,38.53,-0.03,38.42,435.2,7.4,278.3,-7.0,127.3,-27.3,Healthy,Healthy,-1.0
MAH-AHM-TAG-1350,AHM,Gir Cross,3.1,237,38.16,-0.07,38.43,455.3,3.1,251.6,3.2,95.4,4.6,Healthy,Healthy,-1.0
MAH-AHM-TAG-1350,AHM,Gir Cross,3.1,270,38.42,0.01,38.44,494.9,-5.3,268.0,-3.1,109.6,-9.6,Healthy,Healthy,-1.0
MAH-AHM-TAG-1350,AHM,Gir Cross,3.1,316,38.3,0.04,38.39,492.9,-4.9,258.7,0.5,103.7,-3.7,Healthy,Healthy,-1.0
MAH-SAT-TAG-1351,SAT,Gir Cross,2.4,165,38.35,0.02,38.63,436.7,7.1,228.3,12.2,91.1,8.9,Healthy,Healthy,-1.0
MAH-SAT-TAG-1351,SAT,Gir Cross,2.4,232,38.73,-0.05,38.64,419.5,10.7,251.0,3.5,102.6,-2.6,Healthy,Healthy,-1.0
MAH-SAT-TAG-1351,SAT,Gir Cross,2.4,254,38.77,-0.04,38.63,415.8,11.5,258.5,0.6,115.0,-15.0,Healthy,Healthy,-1.0
MAH-SAT-TAG-1351,SAT,Gir Cross,2.4,297,38.8,-0.17,38.67,477.0,-1.5,247.4,4.8,117.9,-17.9,Healthy,Healthy,-1.0
MAH-AHM-TAG-1352,AHM,Murrah Buffalo,4.4,67,38.11,-0.24,38.3,434.3,3.5,249.5,4.0,94.1,5.9,Healthy,Healthy,-1.0
MAH-AHM-TAG-1352,AHM,Murrah Buffalo,4.4,142,38.35,0.32,38.5,402.4,10.6,219.7,15.5,83.9,16.1,Sub-clinical,LSD,1.7
MAH-AHM-TAG-1352,AHM,Murrah Buffalo,4.4,172,39.01,0.43,38.95,402.4,10.6,201.5,22.5,75.6,24.4,Sub-clinical,LSD,0.4
MAH-AHM-TAG-1352,AHM,Murrah Buffalo,4.4,218,39.38,0.14,39.62,335.4,25.5,160.3,38.3,58.0,42.0,Clinical,LSD,0.0
MAH-NAS-TAG-1353,NAS,HF Cross,7.8,153,38.86,0.14,38.62,530.3,-12.8,285.6,-9.8,117.9,-17.9,Healthy,Healthy,-1.0
MAH-NAS-TAG-1353,NAS,HF Cross,7.8,232,39.23,0.4,38.8,433.0,7.9,275.5,-6.0,105.5,-5.5,Sub-clinical,Mastitis,1.9
MAH-NAS-TAG-1353,NAS,HF Cross,7.8,266,38.98,0.08,39.21,436.3,7.2,224.2,13.8,86.9,13.1,Sub-clinical,Mastitis,0.5
MAH-NAS-TAG-1353,NAS,HF Cross,7.8,314,39.63,0.15,39.81,350.4,25.4,204.2,21.5,64.7,35.3,Clinical,Mastitis,0.0
MAH-AHM-TAG-1354,AHM,HF Cross,6.7,88,38.78,0.15,38.6,449.3,4.4,263.4,-1.3,103.2,-3.2,Healthy,Healthy,-1.0
MAH-AHM-TAG-1354,AHM,HF Cross,6.7,158,39.28,0.61,38.75,413.7,12.0,241.9,7.0,96.8,3.2,Sub-clinical,FMD,1.4
MAH-AHM-TAG-1354,AHM,HF Cross,6.7,183,39.79,0.49,39.31,332.0,29.4,190.5,26.7,84.8,15.2,Sub-clinical,FMD,0.4
MAH-AHM-TAG-1354,AHM,HF Cross,6.7,228,40.91,0.61,40.31,257.1,45.3,139.4,46.4,63.6,36.4,Clinical,FMD,0.0
MAH-PUN-TAG-1355,PUN,Murrah Buffalo,5.9,110,38.8,0.07,38.43,397.4,11.7,285.6,-9.8,120.8,-20.8,Healthy,Healthy,-1.0
MAH-PUN-TAG-1355,PUN,Murrah Buffalo,5.9,184,38.93,0.27,38.63,366.2,18.6,267.7,-3.0,109.9,-9.9,Sub-clinical,BRD,1.6
MAH-PUN-TAG-1355,PUN,Murrah Buffalo,5.9,213,38.93,0.25,38.98,313.1,30.4,219.9,15.4,76.5,23.5,Sub-clinical,BRD,0.4
MAH-PUN-TAG-1355,PUN,Murrah Buffalo,5.9,259,39.57,0.17,39.61,259.0,42.4,192.0,26.2,71.6,28.4,Clinical,BRD,0.0
MAH-AHM-TAG-1356,AHM,Gir Cross,5.1,76,38.05,0.0,38.2,518.1,-10.2,240.7,7.4,90.1,9.9,Healthy,Healthy,-1.0
MAH-AHM-TAG-1356,AHM,Gir Cross,5.1,154,38.76,0.15,38.45,469.8,0.0,240.9,7.3,104.6,-4.6,Sub-clinical,LSD,1.9
MAH-AHM-TAG-1356,AHM,Gir Cross,5.1,188,38.92,0.42,38.83,368.8,21.5,190.2,26.8,71.1,28.9,Sub-clinical,LSD,0.5
MAH-AHM-TAG-1356,AHM,Gir Cross,5.1,235,39.58,0.2,39.54,315.3,32.9,159.3,38.7,63.8,36.2,Clinical,LSD,0.0
MAH-SAN-TAG-1357,SAN,Dangi,8.7,148,38.17,0.07,38.34,468.6,-4.1,217.0,16.5,98.8,1.2,Healthy,Healthy,-1.0
MAH-SAN-TAG-1357,SAN,Dangi,8.7,226,38.66,0.01,38.38,466.4,-3.6,235.1,9.6,117.3,-17.3,Healthy,Healthy,-1.0
MAH-SAN-TAG-1357,SAN,Dangi,8.7,260,38.11,-0.01,38.34,423.9,5.8,226.0,13.1,103.0,-3.0,Healthy,Healthy,-1.0
MAH-SAN-TAG-1357,SAN,Dangi,8.7,307,38.21,0.06,38.36,415.2,7.7,222.9,14.3,98.2,1.8,Healthy,Healthy,-1.0
MAH-NAS-TAG-1358,NAS,Gir Cross,5.3,127,38.44,-0.03,38.37,478.2,-1.7,274.4,-5.5,90.5,9.5,Healthy,Healthy,-1.0
MAH-NAS-TAG-1358,NAS,Gir Cross,5.3,202,38.62,0.03,38.38,478.1,-1.7,287.2,-10.5,100.6,-0.6,Healthy,Healthy,-1.0
MAH-NAS-TAG-1358,NAS,Gir Cross,5.3,232,38.47,-0.03,38.38,421.5,10.3,275.2,-5.8,95.5,4.5,Healthy,Healthy,-1.0
MAH-NAS-TAG-1358,NAS,Gir Cross,5.3,278,38.63,-0.01,38.38,441.0,6.2,279.6,-7.5,110.8,-10.8,Healthy,Healthy,-1.0
MAH-SAT-TAG-1359,SAT,Khillari,3.9,93,38.22,0.17,38.41,456.1,-1.4,261.3,-0.5,79.0,21.0,Healthy,Healthy,-1.0
MAH-SAT-TAG-1359,SAT,Khillari,3.9,164,38.4,0.24,38.43,434.7,3.4,264.3,-1.7,91.6,8.4,Healthy,Healthy,-1.0
MAH-SAT-TAG-1359,SAT,Khillari,3.9,190,38.19,0.05,38.4,463.0,-2.9,247.9,4.7,77.6,22.4,Healthy,Healthy,-1.0
MAH-SAT-TAG-1359,SAT,Khillari,3.9,235,38.31,0.03,38.41,445.7,1.0,267.6,-2.9,82.8,17.2,Healthy,Healthy,-1.0
MAH-SOL-TAG-1360,SOL,Murrah Buffalo,7.7,48,38.23,0.12,38.4,432.5,3.9,226.5,12.9,78.6,21.4,Healthy,Healthy,-1.0
MAH-SOL-TAG-1360,SOL,Murrah Buffalo,7.7,115,38.32,-0.15,38.43,420.4,6.6,240.4,7.5,89.8,10.2,Healthy,Healthy,-1.0
MAH-SOL-TAG-1360,SOL,Murrah Buffalo,7.7,136,38.42,-0.21,38.41,432.0,4.0,260.9,-0.3,103.7,-3.7,Healthy,Healthy,-1.0
MAH-SOL-TAG-1360,SOL,Murrah Buffalo,7.7,180,38.84,0.13,38.41,452.4,-0.5,259.1,0.3,113.7,-13.7,Healthy,Healthy,-1.0
MAH-SAN-TAG-1361,SAN,Murrah Buffalo,5.0,64,38.54,0.04,38.35,390.7,13.2,256.9,1.2,122.8,-22.8,Healthy,Healthy,-1.0
MAH-SAN-TAG-1361,SAN,Murrah Buffalo,5.0,131,39.1,0.44,38.55,375.0,16.7,215.0,17.3,104.1,-4.1,Sub-clinical,FMD,1.1
MAH-SAN-TAG-1361,SAN,Murrah Buffalo,5.0,151,39.54,0.71,39.06,313.2,30.4,174.7,32.8,84.7,15.3,Sub-clinical,FMD,0.3
MAH-SAN-TAG-1361,SAN,Murrah Buffalo,5.0,194,39.96,0.43,40.05,215.4,52.1,96.5,62.9,45.3,54.7,Clinical,FMD,0.0
MAH-PUN-TAG-1362,PUN,Gir Cross,6.2,69,38.39,0.03,38.64,410.6,12.6,218.6,15.9,89.7,10.3,Healthy,Healthy,-1.0
MAH-PUN-TAG-1362,PUN,Gir Cross,6.2,142,38.8,0.41,38.82,383.4,18.4,195.0,25.0,71.7,28.3,Sub-clinical,LSD,1.6
MAH-PUN-TAG-1362,PUN,Gir Cross,6.2,170,39.19,0.31,39.26,364.6,22.4,169.7,34.7,74.5,25.5,Sub-clinical,LSD,0.4
MAH-PUN-TAG-1362,PUN,Gir Cross,6.2,216,39.82,0.21,39.97,294.5,37.3,129.0,50.4,50.4,49.6,Clinical,LSD,0.0
MAH-SOL-TAG-1363,SOL,HF Cross,8.9,146,38.33,0.0,38.56,478.5,-1.8,231.5,11.0,88.0,12.0,Healthy,Healthy,-1.0
MAH-SOL-TAG-1363,SOL,HF Cross,8.9,216,38.67,0.46,38.73,433.9,7.7,220.9,15.0,80.5,19.5,Sub-clinical,BRD,1.4
MAH-SOL-TAG-1363,SOL,HF Cross,8.9,241,39.04,0.31,39.1,385.3,18.0,186.7,28.2,67.6,32.4,Sub-clinical,BRD,0.4
MAH-SOL-TAG-1363,SOL,HF Cross,8.9,285,39.48,0.25,39.74,297.6,36.7,164.5,36.7,65.7,34.3,Clinical,BRD,0.0
MAH-AHM-TAG-1364,AHM,Murrah Buffalo,3.0,112,38.68,-0.02,38.56,423.3,5.9,256.8,1.2,104.5,-4.5,Healthy,Healthy,-1.0
MAH-AHM-TAG-1364,AHM,Murrah Buffalo,3.0,188,38.65,0.35,38.74,383.8,14.7,213.6,17.8,90.7,9.3,Sub-clinical,Mastitis,1.8
MAH-AHM-TAG-1364,AHM,Murrah Buffalo,3.0,219,39.08,0.3,39.15,373.5,17.0,185.1,28.8,76.1,23.9,Sub-clinical,Mastitis,0.5
MAH-AHM-TAG-1364,AHM,Murrah Buffalo,3.0,266,39.89,0.61,39.79,282.0,37.3,153.0,41.2,71.0,29.0,Clinical,Mastitis,0.0
MAH-SOL-TAG-1365,SOL,Red Kandhari,7.1,129,38.86,-0.1,38.57,447.3,0.6,296.5,-14.0,121.7,-21.7,Healthy,Healthy,-1.0
MAH-SOL-TAG-1365,SOL,Red Kandhari,7.1,199,38.96,0.42,38.68,411.9,8.5,271.8,-4.5,110.4,-10.4,Sub-clinical,Mastitis,1.4
MAH-SOL-TAG-1365,SOL,Red Kandhari,7.1,224,39.54,0.4,39.13,359.7,20.1,260.8,-0.3,110.6,-10.6,Sub-clinical,Mastitis,0.4
MAH-SOL-TAG-1365,SOL,Red Kandhari,7.1,268,39.58,0.02,39.8,287.4,36.1,213.4,17.9,79.9,20.1,Clinical,Mastitis,0.0
MAH-SOL-TAG-1366,SOL,Red Kandhari,7.8,52,38.22,0.16,38.28,466.3,-3.6,257.7,0.9,93.4,6.6,Healthy,Healthy,-1.0
MAH-SOL-TAG-1366,SOL,Red Kandhari,7.8,127,38.81,0.47,38.5,424.7,5.6,252.2,3.0,102.9,-2.9,Sub-clinical,LSD,1.7
MAH-SOL-TAG-1366,SOL,Red Kandhari,7.8,157,39.45,0.41,38.92,360.3,19.9,246.2,5.3,100.5,-0.5,Sub-clinical,LSD,0.5
MAH-SOL-TAG-1366,SOL,Red Kandhari,7.8,204,40.07,0.24,39.62,305.1,32.2,208.2,19.9,85.7,14.3,Clinical,LSD,0.0
MAH-KOL-TAG-1367,KOL,Khillari,8.1,129,38.99,0.14,38.62,504.1,-12.0,247.5,4.8,94.9,5.1,Healthy,Healthy,-1.0
MAH-KOL-TAG-1367,KOL,Khillari,8.1,206,38.77,-0.15,38.56,416.1,7.5,235.2,9.5,99.8,0.2,Sub-clinical,Ketosis,1.8
MAH-KOL-TAG-1367,KOL,Khillari,8.1,238,38.19,0.08,38.45,346.4,23.0,162.2,37.6,65.9,34.1,Sub-clinical,Ketosis,0.5
MAH-KOL-TAG-1367,KOL,Khillari,8.1,285,38.06,-0.02,38.3,250.9,44.2,106.5,59.0,50.6,49.4,Clinical,Ketosis,0.0
MAH-AHM-TAG-1368,AHM,HF Cross,8.3,115,38.48,-0.11,38.59,431.1,8.3,257.2,1.1,112.6,-12.6,Healthy,Healthy,-1.0
MAH-AHM-TAG-1368,AHM,HF Cross,8.3,189,38.59,0.25,38.78,395.1,15.9,227.4,12.5,89.4,10.6,Sub-clinical,BRD,1.6
MAH-AHM-TAG-1368,AHM,HF Cross,8.3,218,39.01,0.37,39.14,395.2,15.9,189.0,27.3,77.4,22.6,Sub-clinical,BRD,0.4
MAH-AHM-TAG-1368,AHM,HF Cross,8.3,264,39.54,0.11,39.75,325.9,30.7,159.8,38.5,63.3,36.7,Clinical,BRD,0.0
MAH-AHM-TAG-1369,AHM,Gir Cross,8.4,103,38.3,-0.07,38.24,483.6,-2.9,261.3,-0.5,105.8,-5.8,Healthy,Healthy,-1.0
MAH-AHM-TAG-1369,AHM,Gir Cross,8.4,181,38.98,0.34,38.44,399.4,15.0,243.0,6.5,106.2,-6.2,Sub-clinical,LSD,2.0
